sample_id,true_label,true_class_name,predicted_label,predicted_class_name,confidence,correct,text_sample
5485,50,Accessoires gaming,50,Accessoires gaming,0.9358067997155042,True,Manette Sans Fil Gamepad Controller Avec 6 Pouces Télescopique Pour Android Pc_Hoeroie6615 Manette s...
5486,1280,Jouets enfant,1160,Cartes de jeux,0.982560104057585,False,Cartes Wwe Slam Attax Saison 1 8 cartes de la saison 1 de WWE slam attax . Possibilité d'acheter en ...
5487,2705,Livres neufs,2705,Livres neufs,0.49105430768409997,True,Valérian - Tome 2 - Empire Des Mille Planètes - Édition Spéciale Sur Syrte-la-Magnifique capitale de...
5488,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9906845525171593,True,Nouvelles Litteraires (Les) N° 2079 Du 06/07/1967 - Le Mystere Kossyguine Par Arthur Conte - La Mort...
5489,2060,Décoration,2060,Décoration,0.9733633538555537,True,100x Père Noël Penguin Lollipop Carte De Noël Lolly Pain De Sucre De Noël Party Toy Christmas Decora...
5490,2582,Mobilier et accessoires de jardin,2582,Mobilier et accessoires de jardin,0.9280747880272071,True,Connecteur Gris Pour Toit Couv' Terrasse <p>Le connecteur de toit de terrasse vous permet de combine...
5491,2585,Outillage de jardin,2585,Outillage de jardin,0.9893504763497349,True,Métal Bracelet montre Bracelet lien Remover + Spring Bar Repair Tool W / Pins supplémentaires Métal ...
5492,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9979987182736461,True,Crème gonflable arc-en-Float Matelas Piscine Fun Jouets flottant Ligne Air Bed @okadaopa 0012 Gonfla...
5493,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9999744321132469,True,espa - kit complet de nage à contre courant 63m3/h 3cv triphasé kit ncr nadorself 300 triphasé espa ...
5494,1140,Objets pop culture,1140,Objets pop culture,0.9806643932277661,True,Eowyn - Le Seigneur Des Anneaux - Pièce D'échec N°7 
5495,10,Livres occasion,10,Livres occasion,0.9069096951408003,True,Journey In Social Education 
5496,1300,Modélisme,1300,Modélisme,0.9841579711683659,True,Cadre Métallique Faisceau Châssis Set Rail Pour Scx10 90027 90046 90047 Rc Crawler Cjl81105302-Génér...
5497,2462,Console et Jeux vidéos occasion,2462,Console et Jeux vidéos occasion,0.985028581835316,True,Super Shougi 2 Super Famicom 
5498,1281,Jeux enfant,2280,Journaux et revues occasion,0.194197084547604,False,6 Voyages En Extrême-Orient 
5499,1300,Modélisme,1300,Modélisme,0.9951884608383538,True,Maquette D'avion Iflight Cinebee 75hd Intérieur Fpv Racing Drone Mini Quadcopter 75mm W / Frsky Xm +...
5500,1300,Modélisme,1300,Modélisme,0.9898713629276685,True,Sac À Bandoulière Durable Imperméable Portable De Protection De Stockage Pour Dji Ronin Sc_Aoao169-G...
5501,1920,Linge de maison,1920,Linge de maison,0.9473479606376392,True,Peinture À L'huile De Lin Coussin Couverture Jeter Taille Taie Canapé Home Décor B Pillow Case 2986 ...
5502,2060,Décoration,2060,Décoration,0.4457573918880722,True,Fer Hexagonal Grille Murale Étagère Combinaison Hanging Géométrique Figure Décoration @Dfg1987 Fer H...
5503,60,Consoles de jeux,60,Consoles de jeux,0.999899758537506,True,Mini Console De Jeu Vidéo Classique Rétro Intégrée 620 Jeux 8 Bits Pal & Ntsc Famille Tv Lecteur De ...
5504,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9988248197984826,True,Bâche à bulles pour piscine Palma / Havana - 180 µ - Bleu <p>Bâche à bulles bleu pour piscine Palma ...
5505,2403,Lots livres et magazines,2403,Lots livres et magazines,0.7561696609647572,True,Closer Arthur & Maréva Galanter Harcèlement Jennifer Garner & Bel Affleck Jennifer Lopez Osman Elkha...
5506,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9961420739334913,True,Lot de 2 chauffages solaires pour piscine 735 W | Multicolore Ce dôme solaire pour piscine permet de...
5507,10,Livres occasion,40,Jeux consoles neuf,0.74184729793046,False,Surprise Surprise!: 4: Class Audio Cd 
5508,1160,Cartes de jeux,1160,Cartes de jeux,0.9978247924024299,True,Yu-Gi-Oh! - Gaov-Fr070 - Assujettissement Papillonnant - Commune Lorsqu'un monstre de votre adversai...
5509,1920,Linge de maison,1920,Linge de maison,0.9960866878109306,True,Noël Canapé-Lit Accueil Décoration Coussin Festival De Taie D'oreiller Couverture Taie D'oreiller 18...
5510,1940,Épicerie,1940,Épicerie,0.9979056179959441,True,Pêches / Fini / Sachet De 250 Unités / 0% Graisse / Sans Gluten Pêches / FINI0% GRAISSE - SANS GLUTE...
5511,1320,Puériculture,1280,Jouets enfant,0.4606812570070591,False,Boule Musicale Cosmobilles Lapin - L&#39;Oiseau Bateau Mobile musical Cosmobille de l&#39;Oiseau Bat...
5512,2403,Lots livres et magazines,2705,Livres neufs,0.6112301739895226,False,Les Guides Loufoques De Will Eisner Comment Éviter La Mort Et Les Impots 
5513,2403,Lots livres et magazines,2403,Lots livres et magazines,0.7471893935076017,True,Daredevil Collection Complete Version Integrale 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 
5514,1300,Modélisme,1300,Modélisme,0.9995169469501362,True,Peugeot 404 Cabriolet 1/43 Dinky Toys 528 Atlas Ouvrants -Norev-Norev 
5515,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9984848308335674,True,"Marabu Marqueur De Textile ""Textil Painter"" Vert Vif Constructeur: Marabu. Référence: 011603067. Ven..."
5516,1160,Cartes de jeux,1160,Cartes de jeux,0.9925543250716958,True,Carte Dragon Ball Super P-016-Pr Son Gohan Super Saiyan Attaque Déterminée carte Dragon Ball Super P...
5517,1280,Jouets enfant,2060,Décoration,0.8030474429582769,False,Électrique Capteur Infrarouge Volant Boule De Noël Père Hélicoptère Lumière Led Jouet Wtx70831499 He...
5518,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9893653101530036,True,Kit Pour Confectionner 12 Pompons De 38 Cm Soit 96 Feuilles De Papier De Soi Blanc Nacre kit de 96 f...
5519,2585,Outillage de jardin,2585,Outillage de jardin,0.5302665572061206,True,Capo multifonctionnelles Open Tuning araignée Accords pour guitare acoustique Cordes sweetheart93 Ca...
5520,2905,Jeux PC en téléchargement,2905,Jeux PC en téléchargement,0.9999999978522268,True,Borderlands 3 Super Deluxe Edition - Jeu En Téléchargement <div> <p><strong>NOTE :</strong> Un compt...
5521,2905,Jeux PC en téléchargement,2905,Jeux PC en téléchargement,0.9999994046164187,True,Tom Clancy's The Division - Pack Tenues De Spécialistes Militaires (Extension) - Jeu En Téléchargeme...
5522,2060,Décoration,2060,Décoration,0.7522264009936908,True,Decoration De Noel 3pcs Christmas Suction Grip Bath Mat Bathroom Kitchen Carpet Doormats Decor 3pcs ...
5523,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.5870195152381491,True,X-Men N° 46 (V.O.) They&#39;Re Baaack... 
5524,1280,Jouets enfant,1280,Jouets enfant,0.6014057129313829,True,Petit Pickup Militaire En Plastique  
5525,1160,Cartes de jeux,1160,Cartes de jeux,0.9963157195612361,True,Lot De Cartes World Of Warcraft N°4 
5526,2060,Décoration,2060,Décoration,0.9733522697150065,True,5d Bricolage Diamant Peinture Croix Broderie Artisanat Point Décoration Intérieure Art 5D bricolage ...
5527,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.56592248036866,True,Paris Match  N° 1867 : Sabatier. Baudry. Gregory 
5528,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9272582379291383,True,Telegramme Quimperle (Le) N° 14064 Du 27/08/1990 - Golfe Face A Un Isolement Sans Precedent Saddam H...
5529,40,Jeux consoles neuf,10,Livres occasion,0.20483725799789657,False,Marc Eckö's Getting Up Contents Under Pressure 
5530,2583,Piscine et accessoires,2583,Piscine et accessoires,0.6474526873655045,True,Grand Homard gonflable à chevaucher 
5531,2280,Journaux et revues occasion,2403,Lots livres et magazines,0.7383486362627789,False,Cousteau Junior  N° 18 
5532,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.41458092054390155,True,Témoignages - Essais Nucléaires Français : Des Polynésiens Prennent La Parole 
5533,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9999969482869404,True,Robot de piscine TigerShark QC brosses mousse avec chariot - Hayward Découvrez le robot de piscine T...
5534,1560,Mobilier,1560,Mobilier,0.6126025642662333,True,180cm Grand Sapin De Noël/ Arbre De Noël - Décoration Noël Intérieur/Extérieur Caractéristiques:<br ...
5535,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9217538364316732,True,Sonorama N°36 Du 01-01-1962 MARCEL PAGNOL - GUY BEART - DE GAULLE - DIDES - LEO FERRE - LILY PONS/ J...
5536,1160,Cartes de jeux,1160,Cartes de jeux,0.8776333631046161,True,Montagne Des Sept Tonnerres Édition Or Ge 535 
5537,1920,Linge de maison,1920,Linge de maison,0.968972677516175,True,Cas Heureux Halloween Oreiller Linge Coussin Sofa Home Décor 6539 Heureux cas Halloween oreiller; Li...
5538,50,Accessoires gaming,50,Accessoires gaming,0.9299930534194186,True,Façade Pour Ps4 Slim Atlético Madrid Façade pour PS4 Slim Atlético Madrid<br />Façade pour PS4 Slim ...
5539,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9141938462478053,True,Telerama N° 2866 Du 18/12/2004 - Turquie  -   L'europe Vue D'istanbul - Enquete Sur La Descriminatio...
5540,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9847922219689522,True,Biba N° 150 Du 01/08/1992 - Votre Ete 92 - Ecologie Et Beaute - Le Bleu. 
5541,2060,Décoration,2060,Décoration,0.40190970758553934,True,Cadre Photo Brio Couture (Bois Reconstitué) - Noir - 13x18 Cadres photo Couture Blanc ou Noir du 10 ...
5542,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.8472627753822937,True,Figures Contemporaines Tirées De L'album Mariani. Madame Felian Litvinne 
5543,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9986223406384175,True,Boule Flotteur de Corde de Piscine Marquer Diviseur Bouée Flottant MagiDeal <p><b>La description:</b...
5544,2060,Décoration,2060,Décoration,0.9961581104805106,True,15m De Noël De Mariage De Noël Extérieur Fée Guirlande Lampe Party Home Decor Fua4440 15M de Noël de...
5545,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9991460141026639,True,Peinture Bleu ciel - 15 L de Piscines du monde - Peinture piscine Type : Peinture  Coloris : Bleu 
5546,10,Livres occasion,10,Livres occasion,0.790618590423282,True,À La Dure -Traduit Par Henri Motheré 
5547,2060,Décoration,2060,Décoration,0.9818007931131661,True,Étoile Amovible Art Vinyl Mural Décoration D'intérieur Chambre Chambre Enfants Stickers Étoile amovi...
5548,1560,Mobilier,1560,Mobilier,0.7827282742814574,True,Cloison De Séparation Pliable 228x180 Cm New York Noir Et Blanc <p>Cette cloison de séparation mesur...
5549,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.645906387980913,True,Le Musée Des Familles - Lecture Du Soir - Livraisons N°11 Et 12 - Histoire Contemporaine - Les Mémoi...
5550,2403,Lots livres et magazines,2280,Journaux et revues occasion,0.818198721518561,False,2 S O S N°17-18 1974 
5551,1302,Jeux et accessoires de plein air,1302,Jeux et accessoires de plein air,0.9976611792879937,True,Poignée Design Impression Numérique 3d Full Polyester Tissu Oxford Picnic Mat / Beac Stream Poignée ...
5552,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9999998684724972,True,Spa gonflable Intex PureSpa octogonal Bulles et Jets 6 places + Marche Spa Spa gonflable octogonal 6...
5553,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9837313320663019,True,Sf-Bandes 217x24 Mm Fond Transparent Bandes SF 217x24 mm fond transparent RLG (unité de vente): 25 p...
5554,2060,Décoration,2060,Décoration,0.9350931138032531,True,Led Prise Électrique Mosquito Fly Bug Piège À Insectes Tueur Zapper Night Lights Lampe Tenales LED P...
5555,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9999985174402429,True,INTEX Cartouche de filtration H INTEX Cartouche de filtration H - Cartouche de Filtration H pour épu...
5556,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9997970427741164,True,Bestway Piscine avec cadre en acier Steel Pro 221x150x43 cm 56401 <p>Amusez-vous bien dans votre cou...
5557,1320,Puériculture,1320,Puériculture,0.9844105466081629,True,Bavoir Bébé Imprimé Pit Bike Dirt Rose 
5558,1560,Mobilier,2060,Décoration,0.9342842082256531,False,Savon Magnétique Porte Prévenir La Rouille Distributeur Encollage Mural Vaisselle De Fixation Fea Ge...
5559,1280,Jouets enfant,1280,Jouets enfant,0.4971604627618508,True,12pcs Simulation Plastique Le Dinosaure Animaux Du Monde Puzzle Apprendre Figures Jouets @Fua1997-25...
5560,1300,Modélisme,1300,Modélisme,0.9656130590626489,True,Maquette D'avion 540 Surpass 13t 5 Sous Brossé Moteur + 60a Esc + Carte Programme Pour Rc Crawler Vo...
5561,2705,Livres neufs,2403,Lots livres et magazines,0.29400513498956526,False,La Compagnie De L'éphémère 
5562,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9999974450583687,True,Piscine tubulaire Ultra XTR Frame ronde 549 x 132 m - Intex Piscine tubulaire ronde Intex Ultra XTR ...
5563,1302,Jeux et accessoires de plein air,1302,Jeux et accessoires de plein air,0.6908658362679093,True,Extracteur Cheville Sit Up Mat Pull Corde Pédale Exerciseur Équipement De Remise En Forme Stream Che...
5564,1160,Cartes de jeux,1160,Cartes de jeux,0.9989236991637727,True,Distraction Fugace ( Fleeting Distraction) - Magic Mtg - Avacyn Vf Mint 53 - C 
5565,1302,Jeux et accessoires de plein air,2582,Mobilier et accessoires de jardin,0.5716023438742779,False,Garden Games Limted - 3041 - Tente De Jardin - Fleur/Papillon Lecture Wigwam Avec Cadre En Bois Et T...
5566,2585,Outillage de jardin,2585,Outillage de jardin,0.9831516822076259,True,Flush Router Version Bit palier supéri et inféri 1H X 1/4 Shank Travail du bois outil tools 1113 Flu...
5567,2060,Décoration,2060,Décoration,0.9549937687205574,True,Noir Gorille Singe Mur Décalque D'autocollant Pour Décor De Fond Salon Chambre Fua5692 Noir gorille ...
5568,1180,Jeux de rôle et figurines,40,Jeux consoles neuf,0.42153610355302024,False,Advanced Dungeons&dragons Players Handbook advanced dungeons&dragons players handbookEdition rare de...
5569,40,Jeux consoles neuf,40,Jeux consoles neuf,0.818243616422388,True,Mat Hoffman's Pro Bmx 2 
5570,1281,Jeux enfant,2705,Livres neufs,0.4839797302029624,False,Tribun Extension : Brutus A propos : Essayez d¿obtenir la faveur de l¿Empereur sur votre maison deve...
5571,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9976780999017628,True,Pilot Lot De 3 Stylos À Bille Bp-S-F Fin Violet PILOT stylo à bille BP-S -F couleur de l'encre: viol...
5572,1560,Mobilier,1560,Mobilier,0.718273911724088,True,100pcs Drapeau Médiator Pour Sandwiches Hors-D'¿Uvre Toppers Petit Gâteau Vendu En Magasin Zhufuwme ...
5573,2403,Lots livres et magazines,2403,Lots livres et magazines,0.39898094179928,True,2 Cécilia Dutter &#34;Etty Hillesum Une Voix Dans La Nuit&#34; (Robert Laffont) Et &#34;Un Coeur Uni...
5574,2462,Console et Jeux vidéos occasion,2462,Console et Jeux vidéos occasion,0.8622046614731991,True,Xbox 360 Élite 120go Pack Pure/Batman Lego En Boite Notice Hdmi 1 Manette Sans Fil Et 7 Jeux 
5575,2403,Lots livres et magazines,2403,Lots livres et magazines,0.9825539467878337,True,Lot 3 Livres Partitions Clarinette Editions De Haske (Chacun Avec Cd) - Non Stop Hits Vol 1 Et 2 & P...
5576,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9994536577961681,True,Spa 6 places Titania - Spalnéa - Acrylique Blanc marbré / Habillage Gris Dimensions : 220 x 220 x 95...
5577,1560,Mobilier,1560,Mobilier,0.9911160862263095,True,Lit Superposé Angulaire Munoz En Pin Massif 90 X 200cm Avec Armoire Blanc Lasure Et Bleu P-9607-Co L...
5578,2060,Décoration,2060,Décoration,0.9455702859307464,True,5d Broderie Peintures Strass Diamant Bricolage Pasted Peinture Point De Croix 5D broderie Peintures ...
5579,1300,Modélisme,1300,Modélisme,0.9999245219728031,True,Maquette D'avion 8331f Propellers & Props Holder Guard For Dji Mavic Pro Platinum Quick Lock Tr Scy7...
5580,1300,Modélisme,1300,Modélisme,0.9938055142019008,True,Rc Boat 2.4ghz Remote Control Wireless 10km/H High Speed Rc Electric Boatzen5448-Générique RC Boat 2...
5581,1280,Jouets enfant,1300,Modélisme,0.5750603162496877,False,Sg700 Quadcopter Drone 2.4ghz 4 Ch 360 ° Tenir Wifi 2.0mp Débit Optique Double Caméra SG-700 Hélicop...
5582,1281,Jeux enfant,1281,Jeux enfant,0.8289030654109901,True,Jeu De 54 Cartes Avec Étui Cuir - Comédie Francaise 1680 
5583,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9985177629983112,True,Chapeaux Bonnets Cheveux Homme Femme Accessoires Sauna MagiDeal <p><b>La description:</b></p><br /><...
5584,60,Consoles de jeux,60,Consoles de jeux,0.9980325328223956,True,Console De Jeu Portable Rétro 16 Bits 4.3 Pouces Machine De Jeux Classique Vintage 8 Gb Lecteur Tf C...
5585,1280,Jouets enfant,1280,Jouets enfant,0.966512081183529,True,Doudou Tigrou Disney 1790154 43 Description du doudou : doudou 25 cm environ billes au popotin et da...
5586,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9914736036601247,True,Action Francaise (L') N° 33 Du 02/02/1914 - Le Journal A Un Sou Par Leon De Montesquiou - Echos Par ...
5587,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9594106276845961,True,Moniteur Universel (Le) N° 351 Du 16/12/1836 - Interieur / Paris 
5588,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9963791360641736,True,Projecteur led piscine bois 27 w rgb 1100 lm avec télécommande LUMI PLUS RAPID 1.11 est un projecteu...
5589,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9994126476940178,True,Feutre de protection pour la paroi de la piscine - Ubbink Feutre de protection Ubbink pour les paroi...
5590,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9543595461146912,True,Journal (Le) N° 11148 Du 26/04/1923 - Le Sommet Du Taurus - Les Voleurs De Bas De Soie Sont Arretes ...
5591,2403,Lots livres et magazines,10,Livres occasion,0.3558127328377443,False,Livret De Cartes Postales Anciennes De L'abbaye Saint Pierre De Solesmes Et Des Saints De Solesmes 
5592,1140,Objets pop culture,1140,Objets pop culture,0.806153564956789,True,Marvel Universe - Silver Surfer 25 Cm 1999 Toy Biz 
5593,1160,Cartes de jeux,1160,Cartes de jeux,0.9912638400390213,True,Lakmécygne 37/122 Xy Rupture Turbo  
5594,2403,Lots livres et magazines,2403,Lots livres et magazines,0.982732604589449,True,Lot 3 Livres Partitions Flute Duos Jeney Zoltan - Flute Duos Vol 1 & 2 & 3 - Flotenduos Fuvoladuok -...
5595,2582,Mobilier et accessoires de jardin,2582,Mobilier et accessoires de jardin,0.8488519182801998,True,Balancelle Balançoire Blanc 3 Places <p>Cette balancelle de haute qualité dispose de 2 coussins et 1...
5596,1280,Jouets enfant,1280,Jouets enfant,0.7524542277533768,True,Moule Jouet Poisson Bleu 
5597,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9999962543851163,True,Bâche de couverture diam 457 pour piscine structure frame 58038 
5598,1280,Jouets enfant,1281,Jeux enfant,0.5975159771963862,False,Jouets Pour Enfants En Bois De Boule De Bowling Quille Shape Drôle Pour Les Enfants Jeu Jouets pour ...
5599,1281,Jeux enfant,1281,Jeux enfant,0.9189449858502177,True,Jeu De Cartes Bicycle Actuators Black Edition Numéroté N°1808 Rare Pour les collectionneurs jeu de c...
5600,2060,Décoration,2060,Décoration,0.9622514125633923,True,Sac Cadeau De Noël Père Noël Bonhomme De Neige Elk Décoration De Noël Ornement Sock Decors Sac du Pè...
5601,1281,Jeux enfant,1281,Jeux enfant,0.29629474776155157,True,Le Rejeton De La Terre Rejeton de la Terre est un paquet de données pour <b>Android : Netrunner </b>...
5602,2582,Mobilier et accessoires de jardin,2060,Décoration,0.889857405204193,False,Guirlande 10 Lampes Led's N°2 - Pembroke - L 700 X L 4.5 X H 14.5 Une guirlande composée de 10 ampou...
5603,1560,Mobilier,1560,Mobilier,0.971562226099625,True,Ensemble Essenzia Morphozone 180 + Sommier Tradition + Pieds 160x220 Latex L'ensemble Essenzia Morph...
5604,2280,Journaux et revues occasion,2705,Livres neufs,0.39837171994357423,False,Cinq Ans De Rencontre : Calvinistes Et Catholiques 
5605,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9983988299529873,True,Bestway Ensemble de piscine Steel Pro MAX 366 x 76 cm 56416 <p>Cet ensemble de piscine Steel Pro MAX...
5606,1560,Mobilier,1560,Mobilier,0.6360615044567682,True,Cintres En Plastique Finition Creative Cadre Hanger Companion Support De Rangement Gn Cintres en pla...
5607,2403,Lots livres et magazines,2403,Lots livres et magazines,0.9073409592819585,True,3 Revues De Patchwork 
5608,2060,Décoration,2060,Décoration,0.7110721070858991,True,Merry-Go-Round Music Box Gâteau Décor Anniversaire Musique Coffret Cadeau Home Décor @Anthoney14502 ...
5609,1920,Linge de maison,1920,Linge de maison,0.9936114281790474,True,Cotton Linen Place Décoratifs Pour La Maison Coussin Case Canapé Taille Coussin soutien cou oreiller...
5610,1140,Objets pop culture,1140,Objets pop culture,0.8536619000505735,True,Figurine One Piece - Scultures Special Color Big Champion 2014 Gear Four Monkey.D.Luffy - Figurine O...
5611,50,Accessoires gaming,50,Accessoires gaming,0.93033240702316,True,Z8 Mobile Gamepad Controller Stretchable Game Pad Joystick Pubg Jeu Fire Button But Key L1r1 Tireur ...
5612,40,Jeux consoles neuf,40,Jeux consoles neuf,0.7484221245659589,True,Boom:Music From Video Game HALO 2 VOL. 1
5613,1920,Linge de maison,1320,Puériculture,0.6551399634094998,False,Tempsa Moustiquaire Ciel De Lit Pliable Dentelle Pour Maison 
5614,1920,Linge de maison,1560,Mobilier,0.9255751808871908,False,Motif Cartoon Creative Été Quilt Lavable Quilt Thin Air Conditioner Quilt Motif Cartoon Creative été...
5615,1320,Puériculture,1320,Puériculture,0.8660896265259006,True,Vipack Lit Simple Kiddy En Bois Laqu Et Brut Et Sommier 90x200cm Gris Cool Bois MDF (panneau de fibr...
5616,1140,Objets pop culture,2705,Livres neufs,0.6218495136669945,False,Rogue Trader Jdr - Le Jeu De Rôle Vous incarnez le descendant de l¿une des légendaires dynasties de ...
5617,1560,Mobilier,1560,Mobilier,0.9577423734572047,True,1set Portable Travel Camping Toiletry Organizer Toothbrush Razor Holder Wash Cuphpp6239 1Set Portabl...
5618,40,Jeux consoles neuf,2403,Lots livres et magazines,0.5002217973794563,False,Un Prince À L'école Compatible PC et MAC.Une histoire interactive des jeux et le livre. Tout l'espri...
5619,10,Livres occasion,10,Livres occasion,0.8159731195168731,True,Procès Relatif Aux Événements Du Vingt Mars [Edition De 1821] 
5620,2585,Outillage de jardin,2585,Outillage de jardin,0.9932680203829718,True,DENT DE H.R.GAUCHE EA 65 MM AD.RABEW 
5621,2583,Piscine et accessoires,2583,Piscine et accessoires,0.999261301827555,True,Berling'o Sans Chlore 2 A 4 M3 <strong>BERLING&#39;O SANS CHLORE 2/4M3</strong><strong>12 BERLINGO D...
5622,1160,Cartes de jeux,1160,Cartes de jeux,0.9988266994328253,True,Yu Gi Oh - A Wingbeat Of Giant Dragon - Lod-044 - Commune - Anglais - Legacy Of Darkness 
5623,1560,Mobilier,1560,Mobilier,0.9911578482347019,True,Bahut Vitrine 3 Portes + 3 Tiroirs Design Éclairage Inclus Coloris Anthracite P-13378-Co Rexi Livrai...
5624,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9971130031434725,True,Huiles Essentielles Camylle Voile de Sauna - Pin - Tonique Huiles essentielles pour sauna plusieurs ...
5625,2522,Fournitures papeterie,2522,Fournitures papeterie,0.987895782315726,True,Marabu Pate Relief Argent M¿Tallique Dans Un Tube De 20 Ml Constructeur: Marabu. Référence: 13070778...
5626,1140,Objets pop culture,1140,Objets pop culture,0.9248482089108564,True,The Walking Dead - T-Shirt Daryl Dixon Georgia (M) 
5627,2583,Piscine et accessoires,2583,Piscine et accessoires,0.42924601850630184,True,Paddle Blue water 2 - 76 x 305 cm - Gris/Blanc <p>La planche de stand up paddle gonflable vous accom...
5628,2403,Lots livres et magazines,2403,Lots livres et magazines,0.9986229616434515,True,Lot De 6 Numéros De Généalogie Magazine 
5629,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.7610012047241402,True,Figures Contemporaines Tirées De L'album Mariani. Mme Amelie Mesureur 
5630,2403,Lots livres et magazines,2403,Lots livres et magazines,0.9708196797672639,True,Warland (Génération Comics) : Lot Des 7 Premiers Numéros De La Série Qui En Comporte 9 : Du N°1 De J...
5631,1280,Jouets enfant,1280,Jouets enfant,0.833553027136054,True,Belle Couleur De Mélange Puff Slime Putty Parfumée Stress Enfants Clay Toy 200ml Sweetheart93 Belle ...
5632,10,Livres occasion,2403,Lots livres et magazines,0.7134646473301742,False,Velasquez   de fargue léon-paul   Format Broché (Livre) 
5633,2582,Mobilier et accessoires de jardin,2582,Mobilier et accessoires de jardin,0.8180392547408054,True,Table En Aluminium Avec Allonge Barcelona 145 Cm Aspect : <br />Matériau principal : Aluminium epoxy...
5634,1160,Cartes de jeux,1160,Cartes de jeux,0.9973050264275597,True,Carte Pokemon Française Colimucus 93/ 131 Lumière Interdite 
5635,2060,Décoration,2060,Décoration,0.9708197745284296,True,Reed Diffuseurs Huile Avec Sticks Naturelles Bouteille En Verre Et 50ml Huile Parfumée @Yahuoa239 Re...
5636,1300,Modélisme,1300,Modélisme,0.986991403371243,True,Bandages De Roues H0 Märklin 7153 (10)-Marklin <UL><LI>ATT.LOV.TYPE_MODEL_RAILWAY : accessoire</LI><...
5637,10,Livres occasion,10,Livres occasion,0.30602029357034455,True,La Société Coopérative : Nouvelles Évolutions 
5638,40,Jeux consoles neuf,40,Jeux consoles neuf,0.7118880059971747,True,Darksiders - Wrath Of War 
5639,1280,Jouets enfant,1281,Jeux enfant,0.5831057668026991,False,Bébé Kid Développement Éducatifs Jeux De Simulation Appareils Électroménagers Jouets Cuisine Cadeaux...
5640,1300,Modélisme,1280,Jouets enfant,0.29093478922916005,False,Modèle De Voituregraduation Boxes Black Tassel Graduation Cap For Class Of 2019 Party 10pcs Luo90516...
5641,1280,Jouets enfant,1280,Jouets enfant,0.9752701809288181,True,Jouets Éducatifs Pour Enfants 1:72 Coulissantes En Alliage Voiture Modèle D'ingénierie Métal Toy Qui...
5642,2585,Outillage de jardin,2522,Fournitures papeterie,0.31349521433044414,False,Sabots pour marchepied (par 4) ARTUB Sabots de sécurité en caoutchouc pour marchepied ARTUB.- 2 embo...
5643,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9945723755846109,True,Oxford Office Openflex 100102627 Cahier Piqure En Polypro 21 X 297 Cm 96 Pages Lot De 10 Description...
5644,1300,Modélisme,1300,Modélisme,0.994978459486567,True,Poi_Peau Decal Mode Sticker Housse De Protection Pour Dji Osmo Pocket Gimbal Pvc_Gnexian3862-Génériq...
5645,2060,Décoration,1940,Épicerie,0.9066153895974058,False,Mousseur À Lait Électrique Boisson Foamer Fouet Mélangeur Agitateur Café Eggbeater Cuisine Fouets à ...
5646,1560,Mobilier,1560,Mobilier,0.6694879081052643,True,Accessoire Irobot Kit De Remplacement Accessoires Pour Irobot Roomba 800-900 Series 880-860-870-871-...
5647,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9950626754199172,True,Carnet De Notes Bloc-Notes Cahierbeignet Circle Western Dessert La Nourriture Les Carnets De Travail...
