original_index,imageid,predicted_category,prediction_probability,true_category,predicted_category_name
3850,img_3850,2220,0.99707294,2220,Animalerie
3851,img_3851,1160,0.98086745,1160,Cartes de jeux
3852,img_3852,1140,0.9601355,1140,Objets pop culture
3853,img_3853,2583,0.72793645,2583,Piscine et accessoires
3854,img_3854,10,0.55313444,10,Livres occasion
3855,img_3855,2060,0.2548792,1560,Décoration
3856,img_3856,2583,0.9612601,2583,Piscine et accessoires
3857,img_3857,40,0.3355859,2583,Jeux consoles neuf
3858,img_3858,2403,0.70494187,2403,Lots livres et magazines
3859,img_3859,1281,0.3661058,2060,Jeux enfant
3860,img_3860,1300,0.60545164,50,Modélisme
3861,img_3861,2583,0.95412284,2583,Piscine et accessoires
3862,img_3862,2583,0.41594896,2583,Piscine et accessoires
3863,img_3863,2582,0.550039,1560,Mobilier et accessoires de jardin
3864,img_3864,2583,0.20785613,1320,Piscine et accessoires
3865,img_3865,1280,0.23258355,60,Jouets enfant
3866,img_3866,2583,0.9864806,2583,Piscine et accessoires
3867,img_3867,2522,0.42289364,2522,Fournitures papeterie
3868,img_3868,2060,0.8028424,2060,Décoration
3869,img_3869,1281,0.39723566,1281,Jeux enfant
3870,img_3870,1560,0.889456,1560,Mobilier
3871,img_3871,10,0.4443323,2522,Livres occasion
3872,img_3872,1920,0.8809254,1920,Linge de maison
3873,img_3873,1140,0.49891594,1320,Objets pop culture
3874,img_3874,2280,0.53756005,2280,Journaux et revues occasion
3875,img_3875,1280,0.48338214,1280,Jouets enfant
3876,img_3876,2280,0.574418,2280,Journaux et revues occasion
3877,img_3877,1180,0.85829055,1180,Jeux de rôle et figurines
3878,img_3878,1320,0.81776786,1320,Puériculture
3879,img_3879,2585,0.2059821,1300,Outillage de jardin
3880,img_3880,1160,0.45096678,1160,Cartes de jeux
3881,img_3881,2583,0.40579104,2583,Piscine et accessoires
3882,img_3882,1320,0.95956147,1320,Puériculture
3883,img_3883,10,0.38899302,10,Livres occasion
3884,img_3884,2705,0.9572829,2705,Livres neufs
3885,img_3885,1140,0.9985757,1140,Objets pop culture
3886,img_3886,1160,0.94800264,1160,Cartes de jeux
3887,img_3887,2522,0.9787636,2522,Fournitures papeterie
3888,img_3888,1281,0.39782107,2462,Jeux enfant
3889,img_3889,2280,0.68753314,2403,Journaux et revues occasion
3890,img_3890,60,0.63047683,2522,Consoles de jeux
3891,img_3891,2582,0.9407084,2582,Mobilier et accessoires de jardin
3892,img_3892,50,0.36728773,50,Accessoires gaming
3893,img_3893,1302,0.48045766,1320,Jeux et accessoires de plein air
3894,img_3894,1160,0.8092621,1160,Cartes de jeux
3895,img_3895,1920,0.9206332,1920,Linge de maison
3896,img_3896,1302,0.5451759,2583,Jeux et accessoires de plein air
3897,img_3897,60,0.35156548,2060,Consoles de jeux
3898,img_3898,2585,0.97214085,2585,Outillage de jardin
3899,img_3899,1300,0.8624558,1280,Modélisme
3900,img_3900,1180,0.20437938,1160,Jeux de rôle et figurines
3901,img_3901,1560,0.39230996,1300,Mobilier
3902,img_3902,2583,0.99845755,2583,Piscine et accessoires
3903,img_3903,2583,0.9810275,2583,Piscine et accessoires
3904,img_3904,2582,0.27308202,1302,Mobilier et accessoires de jardin
3905,img_3905,2462,0.67991966,50,Console et Jeux vidéos occasion
3906,img_3906,2583,0.939917,2583,Piscine et accessoires
3907,img_3907,1160,0.7626254,1160,Cartes de jeux
3908,img_3908,1560,0.20927635,1560,Mobilier
3909,img_3909,1560,0.29078016,2060,Mobilier
3910,img_3910,1302,0.9159996,1302,Jeux et accessoires de plein air
3911,img_3911,2583,0.98819613,2583,Piscine et accessoires
3912,img_3912,2220,0.3457933,2583,Animalerie
3913,img_3913,1920,0.95392734,1920,Linge de maison
3914,img_3914,2280,0.9152675,2280,Journaux et revues occasion
3915,img_3915,50,0.9011185,50,Accessoires gaming
3916,img_3916,1300,0.8743528,1300,Modélisme
3917,img_3917,2280,0.2756772,2280,Journaux et revues occasion
3918,img_3918,2705,0.84416443,2705,Livres neufs
3919,img_3919,1180,0.37177923,1180,Jeux de rôle et figurines
3920,img_3920,2403,0.22293413,1180,Lots livres et magazines
3921,img_3921,1320,0.39741096,1320,Puériculture
3922,img_3922,1920,0.99149644,1920,Linge de maison
3923,img_3923,1281,0.14427593,1180,Jeux enfant
3924,img_3924,1920,0.20696978,2522,Linge de maison
3925,img_3925,2583,0.2648807,2583,Piscine et accessoires
3926,img_3926,2585,0.5804724,1940,Outillage de jardin
3927,img_3927,1280,0.6049876,1280,Jouets enfant
3928,img_3928,1300,0.44297493,1300,Modélisme
3929,img_3929,1560,0.40652746,1560,Mobilier
3930,img_3930,2522,0.99854517,2522,Fournitures papeterie
3931,img_3931,1140,0.9770105,1140,Objets pop culture
3932,img_3932,2403,0.8025326,10,Lots livres et magazines
3933,img_3933,1920,0.80378234,1920,Linge de maison
3934,img_3934,2403,0.34816492,2403,Lots livres et magazines
3935,img_3935,1560,0.7065545,2522,Mobilier
3936,img_3936,2403,0.34525105,2522,Lots livres et magazines
3937,img_3937,1300,0.9582095,1300,Modélisme
3938,img_3938,1300,0.93122995,1300,Modélisme
3939,img_3939,1920,0.9979965,1920,Linge de maison
3940,img_3940,2280,0.9070139,2280,Journaux et revues occasion
3941,img_3941,2462,0.95814157,2462,Console et Jeux vidéos occasion
3942,img_3942,2403,0.2746833,2403,Lots livres et magazines
3943,img_3943,2583,0.96693856,2583,Piscine et accessoires
3944,img_3944,2522,0.86610883,2522,Fournitures papeterie
3945,img_3945,1302,0.9006518,1302,Jeux et accessoires de plein air
3946,img_3946,1140,0.6634203,1140,Objets pop culture
3947,img_3947,1160,0.967254,1160,Cartes de jeux
3948,img_3948,2583,0.32923937,2403,Piscine et accessoires
3949,img_3949,1301,0.13419724,50,Lingerie enfant et jeu de bar
3950,img_3950,1280,0.4286546,1320,Jouets enfant
3951,img_3951,1300,0.49148104,1300,Modélisme
3952,img_3952,50,0.16931285,2220,Accessoires gaming
3953,img_3953,2583,0.43036374,2220,Piscine et accessoires
3954,img_3954,10,0.41360715,10,Livres occasion
3955,img_3955,1280,0.3674872,1302,Jouets enfant
3956,img_3956,2585,0.34969506,2585,Outillage de jardin
3957,img_3957,50,0.40249974,50,Accessoires gaming
3958,img_3958,1920,0.9151456,1920,Linge de maison
3959,img_3959,40,0.2964433,2280,Jeux consoles neuf
3960,img_3960,1281,0.8002414,1281,Jeux enfant
3961,img_3961,2522,0.96419364,2522,Fournitures papeterie
3962,img_3962,1300,0.5525742,1280,Modélisme
3963,img_3963,2583,0.8988628,2583,Piscine et accessoires
3964,img_3964,2522,0.9111588,2522,Fournitures papeterie
3965,img_3965,2585,0.60350895,2060,Outillage de jardin
3966,img_3966,1302,0.32921782,2583,Jeux et accessoires de plein air
3967,img_3967,2403,0.90211403,2403,Lots livres et magazines
3968,img_3968,2705,0.908578,2705,Livres neufs
3969,img_3969,2585,0.8207384,2585,Outillage de jardin
3970,img_3970,1160,0.9469667,1160,Cartes de jeux
3971,img_3971,2583,0.8799257,2583,Piscine et accessoires
3972,img_3972,1920,0.33343244,1920,Linge de maison
3973,img_3973,1160,0.8326652,1160,Cartes de jeux
3974,img_3974,1140,0.90572375,1140,Objets pop culture
3975,img_3975,2585,0.18819289,2583,Outillage de jardin
3976,img_3976,2583,0.5696339,2583,Piscine et accessoires
3977,img_3977,1281,0.35555482,1302,Jeux enfant
3978,img_3978,1300,0.55401874,1300,Modélisme
3979,img_3979,2060,0.6279148,2060,Décoration
3980,img_3980,1280,0.5429494,1280,Jouets enfant
3981,img_3981,1301,0.9800877,1301,Lingerie enfant et jeu de bar
3982,img_3982,2583,0.99948514,2583,Piscine et accessoires
3983,img_3983,2522,0.83175266,2583,Fournitures papeterie
3984,img_3984,1320,0.09886744,1302,Puériculture
3985,img_3985,2462,0.9620168,2462,Console et Jeux vidéos occasion
3986,img_3986,2705,0.9796769,2705,Livres neufs
3987,img_3987,1280,0.16940643,1280,Jouets enfant
3988,img_3988,2583,0.23727913,50,Piscine et accessoires
3989,img_3989,1320,0.38940212,1320,Puériculture
3990,img_3990,1920,0.14236401,2585,Linge de maison
3991,img_3991,2582,0.4137173,2582,Mobilier et accessoires de jardin
3992,img_3992,1302,0.641302,2220,Jeux et accessoires de plein air
3993,img_3993,2403,0.582551,2280,Lots livres et magazines
3994,img_3994,2582,0.8137335,2582,Mobilier et accessoires de jardin
3995,img_3995,1560,0.27697504,1560,Mobilier
3996,img_3996,1300,0.8199154,1300,Modélisme
3997,img_3997,1320,0.34458637,1920,Puériculture
3998,img_3998,10,0.6910639,10,Livres occasion
3999,img_3999,1920,0.9421408,1920,Linge de maison
4000,img_4000,50,0.8201095,50,Accessoires gaming
4001,img_4001,1560,0.6871676,1560,Mobilier
4002,img_4002,1560,0.31768358,1280,Mobilier
4003,img_4003,2583,0.9692602,2583,Piscine et accessoires
4004,img_4004,2060,0.98809844,1920,Décoration
4005,img_4005,2462,0.7459832,2583,Console et Jeux vidéos occasion
4006,img_4006,1560,0.6486705,1560,Mobilier
4007,img_4007,1920,0.9517041,1920,Linge de maison
4008,img_4008,2403,0.67932266,2403,Lots livres et magazines
4009,img_4009,1560,0.4673615,1560,Mobilier
4010,img_4010,1300,0.3629146,2583,Modélisme
4011,img_4011,1560,0.38148135,2582,Mobilier
4012,img_4012,2705,0.90984666,2705,Livres neufs
4013,img_4013,10,0.67982024,10,Livres occasion
4014,img_4014,1280,0.33581486,1300,Jouets enfant
4015,img_4015,2585,0.9852625,2585,Outillage de jardin
4016,img_4016,1302,0.40976503,1320,Jeux et accessoires de plein air
4017,img_4017,1920,0.5653514,1920,Linge de maison
4018,img_4018,1920,0.9888242,1920,Linge de maison
4019,img_4019,1560,0.3855027,1560,Mobilier
4020,img_4020,2705,0.8483604,2705,Livres neufs
4021,img_4021,40,0.8943747,40,Jeux consoles neuf
4022,img_4022,2280,0.63816106,2280,Journaux et revues occasion
4023,img_4023,1320,0.33253285,1280,Puériculture
4024,img_4024,1301,0.10913866,1300,Lingerie enfant et jeu de bar
4025,img_4025,2582,0.40269172,1560,Mobilier et accessoires de jardin
4026,img_4026,2522,0.46845874,1280,Fournitures papeterie
4027,img_4027,60,0.4701081,60,Consoles de jeux
4028,img_4028,2583,0.42718562,2583,Piscine et accessoires
4029,img_4029,2403,0.6151301,2403,Lots livres et magazines
4030,img_4030,2220,0.18352045,1280,Animalerie
4031,img_4031,10,0.563347,10,Livres occasion
4032,img_4032,2583,0.99396944,2583,Piscine et accessoires
4033,img_4033,2403,0.91849494,2403,Lots livres et magazines
4034,img_4034,2280,0.29120368,2403,Journaux et revues occasion
4035,img_4035,50,0.20503423,1281,Accessoires gaming
4036,img_4036,2585,0.6490538,2522,Outillage de jardin
4037,img_4037,2583,0.9930494,2583,Piscine et accessoires
4038,img_4038,2280,0.26315445,10,Journaux et revues occasion
4039,img_4039,1281,0.23695508,2403,Jeux enfant
4040,img_4040,2220,0.114317335,2220,Animalerie
4041,img_4041,1140,0.41919753,40,Objets pop culture
4042,img_4042,1320,0.42436633,1320,Puériculture
4043,img_4043,1280,0.3294043,1300,Jouets enfant
4044,img_4044,2403,0.5212255,2522,Lots livres et magazines
4045,img_4045,1320,0.294771,1320,Puériculture
4046,img_4046,2060,0.11499584,1940,Décoration
4047,img_4047,1560,0.38387126,1280,Mobilier
4048,img_4048,2403,0.8493081,1180,Lots livres et magazines
4049,img_4049,1320,0.40210584,2583,Puériculture
4050,img_4050,1301,0.99647623,1301,Lingerie enfant et jeu de bar
4051,img_4051,10,0.90677047,10,Livres occasion
4052,img_4052,1320,0.9758059,1320,Puériculture
4053,img_4053,2582,0.5953163,2582,Mobilier et accessoires de jardin
4054,img_4054,10,0.49326554,10,Livres occasion
4055,img_4055,1560,0.8791882,1560,Mobilier
4056,img_4056,2522,0.96343565,2522,Fournitures papeterie
4057,img_4057,2522,0.9350651,2522,Fournitures papeterie
4058,img_4058,1300,0.2976992,1300,Modélisme
4059,img_4059,2522,0.977405,2522,Fournitures papeterie
4060,img_4060,2583,0.95657694,2583,Piscine et accessoires
4061,img_4061,2522,0.7839537,2522,Fournitures papeterie
4062,img_4062,1300,0.372697,1300,Modélisme
4063,img_4063,2522,0.970036,2522,Fournitures papeterie
4064,img_4064,2060,0.7619487,2060,Décoration
4065,img_4065,2582,0.95738125,2582,Mobilier et accessoires de jardin
4066,img_4066,1280,0.51812553,1280,Jouets enfant
4067,img_4067,2462,0.15605856,2462,Console et Jeux vidéos occasion
4068,img_4068,60,0.5053122,60,Consoles de jeux
4069,img_4069,1300,0.8595054,1300,Modélisme
4070,img_4070,2462,0.8367693,1160,Console et Jeux vidéos occasion
4071,img_4071,2582,0.24631476,2522,Mobilier et accessoires de jardin
4072,img_4072,2585,0.35790938,2583,Outillage de jardin
4073,img_4073,1920,0.8178496,1920,Linge de maison
4074,img_4074,2462,0.30668584,1281,Console et Jeux vidéos occasion
4075,img_4075,1560,0.9467251,1560,Mobilier
4076,img_4076,1301,0.12389327,2583,Lingerie enfant et jeu de bar
4077,img_4077,1140,0.76460135,1140,Objets pop culture
4078,img_4078,50,0.1641299,1281,Accessoires gaming
4079,img_4079,1180,0.35998192,2280,Jeux de rôle et figurines
4080,img_4080,1301,0.97274053,1301,Lingerie enfant et jeu de bar
4081,img_4081,40,0.18127769,40,Jeux consoles neuf
4082,img_4082,40,0.8125988,2462,Jeux consoles neuf
4083,img_4083,2583,0.9780377,2583,Piscine et accessoires
4084,img_4084,2705,0.2893257,2403,Livres neufs
4085,img_4085,1302,0.4393123,1302,Jeux et accessoires de plein air
4086,img_4086,1302,0.8120852,1300,Jeux et accessoires de plein air
4087,img_4087,1920,0.9469178,1920,Linge de maison
4088,img_4088,1302,0.29999897,1302,Jeux et accessoires de plein air
4089,img_4089,2403,0.30320886,40,Lots livres et magazines
4090,img_4090,2585,0.13482104,1560,Outillage de jardin
4091,img_4091,1300,0.6764522,1300,Modélisme
4092,img_4092,1940,0.21882817,1560,Épicerie
4093,img_4093,2583,0.9562857,2583,Piscine et accessoires
4094,img_4094,1300,0.66015345,1300,Modélisme
4095,img_4095,50,0.312653,60,Accessoires gaming
4096,img_4096,1560,0.17872854,1280,Mobilier
4097,img_4097,2522,0.81238335,2060,Fournitures papeterie
4098,img_4098,60,0.89911073,60,Consoles de jeux
4099,img_4099,1302,0.86862904,2583,Jeux et accessoires de plein air
4100,img_4100,2522,0.90325296,2522,Fournitures papeterie
4101,img_4101,2060,0.4973853,2060,Décoration
4102,img_4102,2522,0.9463693,2522,Fournitures papeterie
4103,img_4103,1300,0.6929491,1300,Modélisme
4104,img_4104,1140,0.95631164,1140,Objets pop culture
4105,img_4105,1281,0.8545483,1280,Jeux enfant
4106,img_4106,2582,0.8108804,2582,Mobilier et accessoires de jardin
4107,img_4107,1560,0.89166695,1560,Mobilier
4108,img_4108,2522,0.2720274,2060,Fournitures papeterie
4109,img_4109,1920,0.93879116,1920,Linge de maison
4110,img_4110,1560,0.87219715,1560,Mobilier
4111,img_4111,1281,0.23065843,1940,Jeux enfant
4112,img_4112,1302,0.17378305,1302,Jeux et accessoires de plein air
4113,img_4113,2280,0.23602365,1160,Journaux et revues occasion
4114,img_4114,1301,0.9988257,1301,Lingerie enfant et jeu de bar
4115,img_4115,2280,0.38403857,2462,Journaux et revues occasion
4116,img_4116,1300,0.19960736,2522,Modélisme
4117,img_4117,2522,0.99694234,2522,Fournitures papeterie
4118,img_4118,2060,0.7967224,2060,Décoration
4119,img_4119,40,0.7370369,10,Jeux consoles neuf
4120,img_4120,1140,0.96920705,1140,Objets pop culture
4121,img_4121,1920,0.9268556,1920,Linge de maison
4122,img_4122,1180,0.21639997,1280,Jeux de rôle et figurines
4123,img_4123,10,0.43035,2905,Livres occasion
4124,img_4124,1320,0.40808165,2583,Puériculture
4125,img_4125,1920,0.9536126,1920,Linge de maison
4126,img_4126,1300,0.78828704,1300,Modélisme
4127,img_4127,2583,0.9805192,2583,Piscine et accessoires
4128,img_4128,2403,0.9679363,2403,Lots livres et magazines
4129,img_4129,10,0.9407486,10,Livres occasion
4130,img_4130,2583,0.8125381,2583,Piscine et accessoires
4131,img_4131,1940,0.9997236,1940,Épicerie
4132,img_4132,2583,0.89916724,2583,Piscine et accessoires
4133,img_4133,2585,0.96892804,40,Outillage de jardin
4134,img_4134,1300,0.7463931,1300,Modélisme
4135,img_4135,1140,0.6879741,1140,Objets pop culture
4136,img_4136,10,0.21418872,2403,Livres occasion
4137,img_4137,2403,0.9518575,2403,Lots livres et magazines
4138,img_4138,2583,0.99032557,2583,Piscine et accessoires
4139,img_4139,2280,0.99379796,2280,Journaux et revues occasion
4140,img_4140,1281,0.28772116,1281,Jeux enfant
4141,img_4141,1160,0.9766888,1160,Cartes de jeux
4142,img_4142,1320,0.5414302,50,Puériculture
4143,img_4143,1560,0.59373754,2583,Mobilier
4144,img_4144,2280,0.71325743,2280,Journaux et revues occasion
4145,img_4145,2583,0.927639,2583,Piscine et accessoires
4146,img_4146,1280,0.4439414,1300,Jouets enfant
4147,img_4147,2582,0.30722654,1560,Mobilier et accessoires de jardin
4148,img_4148,1560,0.9103745,1560,Mobilier
4149,img_4149,2280,0.75534827,2403,Journaux et revues occasion
4150,img_4150,2585,0.65794176,2585,Outillage de jardin
4151,img_4151,10,0.163134,1160,Livres occasion
4152,img_4152,40,0.53976756,2403,Jeux consoles neuf
4153,img_4153,1180,0.22900008,1140,Jeux de rôle et figurines
4154,img_4154,1140,0.24105026,50,Objets pop culture
4155,img_4155,10,0.783755,10,Livres occasion
4156,img_4156,1920,0.9070256,1920,Linge de maison
4157,img_4157,2583,0.91183037,2583,Piscine et accessoires
4158,img_4158,40,0.4221142,40,Jeux consoles neuf
4159,img_4159,1160,0.98213553,1160,Cartes de jeux
4160,img_4160,1140,0.9391838,1140,Objets pop culture
4161,img_4161,2462,0.34028715,2403,Console et Jeux vidéos occasion
4162,img_4162,2403,0.8694687,2403,Lots livres et magazines
4163,img_4163,1140,0.46561012,1280,Objets pop culture
4164,img_4164,1140,0.7254344,1140,Objets pop culture
4165,img_4165,2582,0.9455439,2582,Mobilier et accessoires de jardin
4166,img_4166,2403,0.59208924,2060,Lots livres et magazines
4167,img_4167,2705,0.95403844,2705,Livres neufs
4168,img_4168,1302,0.67592144,2522,Jeux et accessoires de plein air
4169,img_4169,1281,0.4492221,1940,Jeux enfant
4170,img_4170,10,0.9358868,10,Livres occasion
4171,img_4171,10,0.49567574,10,Livres occasion
4172,img_4172,2905,0.8377378,2403,Jeux PC en téléchargement
4173,img_4173,40,0.4705857,2462,Jeux consoles neuf
4174,img_4174,1140,0.22542392,1302,Objets pop culture
4175,img_4175,2522,0.9486801,2522,Fournitures papeterie
4176,img_4176,2583,0.78938556,2583,Piscine et accessoires
4177,img_4177,1160,0.14997712,1920,Cartes de jeux
4178,img_4178,1300,0.83933705,1280,Modélisme
4179,img_4179,1280,0.10202127,1940,Jouets enfant
4180,img_4180,2582,0.9784694,2582,Mobilier et accessoires de jardin
4181,img_4181,2582,0.2031188,2583,Mobilier et accessoires de jardin
4182,img_4182,2522,0.80428797,2220,Fournitures papeterie
4183,img_4183,2403,0.8789002,2403,Lots livres et magazines
4184,img_4184,2705,0.3503816,10,Livres neufs
4185,img_4185,1302,0.4912547,2583,Jeux et accessoires de plein air
4186,img_4186,2280,0.88056195,2280,Journaux et revues occasion
4187,img_4187,1302,0.30346245,10,Jeux et accessoires de plein air
4188,img_4188,2522,0.7647445,40,Fournitures papeterie
4189,img_4189,2583,0.76289237,1302,Piscine et accessoires
4190,img_4190,2583,0.52409214,2583,Piscine et accessoires
4191,img_4191,1560,0.13626501,2585,Mobilier
4192,img_4192,2280,0.6148291,2280,Journaux et revues occasion
4193,img_4193,1140,0.5320623,2905,Objets pop culture
4194,img_4194,2522,0.50369996,2522,Fournitures papeterie
4195,img_4195,2280,0.97843826,2280,Journaux et revues occasion
4196,img_4196,1300,0.70517147,1280,Modélisme
4197,img_4197,1560,0.9409669,1560,Mobilier
4198,img_4198,1300,0.7722523,1300,Modélisme
4199,img_4199,1320,0.2281343,1302,Puériculture
4200,img_4200,1180,0.9639004,1180,Jeux de rôle et figurines
4201,img_4201,1300,0.5833771,1300,Modélisme
4202,img_4202,1140,0.7505631,1140,Objets pop culture
4203,img_4203,1560,0.48897347,2582,Mobilier
4204,img_4204,1160,0.97489685,1160,Cartes de jeux
4205,img_4205,2522,0.17653508,2462,Fournitures papeterie
4206,img_4206,2462,0.9902863,2462,Console et Jeux vidéos occasion
4207,img_4207,1302,0.16389996,2522,Jeux et accessoires de plein air
4208,img_4208,2583,0.9512822,2583,Piscine et accessoires
4209,img_4209,1560,0.1616865,1560,Mobilier
4210,img_4210,1302,0.9686102,1280,Jeux et accessoires de plein air
4211,img_4211,1140,0.222844,2060,Objets pop culture
4212,img_4212,1160,0.9530935,1160,Cartes de jeux
4213,img_4213,1160,0.98910064,1160,Cartes de jeux
4214,img_4214,1160,0.9788735,1160,Cartes de jeux
4215,img_4215,1560,0.7810305,1560,Mobilier
4216,img_4216,2905,0.4382221,2280,Jeux PC en téléchargement
4217,img_4217,2280,0.5943011,2280,Journaux et revues occasion
4218,img_4218,1940,0.21963032,2583,Épicerie
4219,img_4219,1280,0.41561577,1280,Jouets enfant
4220,img_4220,2583,0.6211062,2583,Piscine et accessoires
4221,img_4221,2403,0.43621635,2403,Lots livres et magazines
4222,img_4222,2705,0.3003267,2705,Livres neufs
4223,img_4223,2905,0.9776342,2905,Jeux PC en téléchargement
4224,img_4224,2403,0.2136338,2403,Lots livres et magazines
4225,img_4225,2060,0.13832188,1280,Décoration
4226,img_4226,1280,0.4531592,2060,Jouets enfant
4227,img_4227,1300,0.8810225,1300,Modélisme
4228,img_4228,1140,0.9484848,1280,Objets pop culture
4229,img_4229,1160,0.46386895,1160,Cartes de jeux
4230,img_4230,1920,0.74393046,2060,Linge de maison
4231,img_4231,1300,0.39958408,1280,Modélisme
4232,img_4232,2585,0.18907914,1320,Outillage de jardin
4233,img_4233,1280,0.17234716,1280,Jouets enfant
4234,img_4234,2522,0.1404268,2060,Fournitures papeterie
4235,img_4235,2280,0.9723858,2280,Journaux et revues occasion
4236,img_4236,10,0.8825378,10,Livres occasion
4237,img_4237,1920,0.9487973,1920,Linge de maison
4238,img_4238,2060,0.42333293,1320,Décoration
4239,img_4239,1281,0.33739886,1281,Jeux enfant
4240,img_4240,1300,0.9220657,1300,Modélisme
4241,img_4241,1301,0.98144054,1301,Lingerie enfant et jeu de bar
4242,img_4242,2705,0.70642257,2705,Livres neufs
4243,img_4243,2583,0.9985734,2583,Piscine et accessoires
4244,img_4244,1281,0.5636539,1280,Jeux enfant
4245,img_4245,2582,0.49874455,2585,Mobilier et accessoires de jardin
4246,img_4246,2705,0.5998741,2705,Livres neufs
4247,img_4247,2280,0.96587557,2280,Journaux et revues occasion
4248,img_4248,2585,0.31313792,1280,Outillage de jardin
4249,img_4249,1160,0.993168,1160,Cartes de jeux
4250,img_4250,2522,0.91976255,2522,Fournitures papeterie
4251,img_4251,1301,0.5556455,1281,Lingerie enfant et jeu de bar
4252,img_4252,1320,0.11549172,1560,Puériculture
4253,img_4253,1280,0.74524516,2582,Jouets enfant
4254,img_4254,2280,0.71986437,2280,Journaux et revues occasion
4255,img_4255,1281,0.101741955,1280,Jeux enfant
4256,img_4256,1140,0.94882894,1140,Objets pop culture
4257,img_4257,40,0.65336484,40,Jeux consoles neuf
4258,img_4258,2060,0.57537186,2060,Décoration
4259,img_4259,2585,0.27646086,2583,Outillage de jardin
4260,img_4260,10,0.77292705,2280,Livres occasion
4261,img_4261,2280,0.41438723,2280,Journaux et revues occasion
4262,img_4262,2582,0.73140526,1560,Mobilier et accessoires de jardin
4263,img_4263,1280,0.5213762,1280,Jouets enfant
4264,img_4264,2583,0.9382889,2583,Piscine et accessoires
4265,img_4265,1920,0.74555814,2060,Linge de maison
4266,img_4266,2462,0.6435858,2462,Console et Jeux vidéos occasion
4267,img_4267,1160,0.9244119,1160,Cartes de jeux
4268,img_4268,10,0.5377724,10,Livres occasion
4269,img_4269,1281,0.38278756,2522,Jeux enfant
4270,img_4270,1281,0.30488002,1280,Jeux enfant
4271,img_4271,2583,0.9941924,2583,Piscine et accessoires
4272,img_4272,1281,0.7338918,1281,Jeux enfant
4273,img_4273,2403,0.88102597,2403,Lots livres et magazines
4274,img_4274,1320,0.3224688,2583,Puériculture
4275,img_4275,1280,0.3229452,1280,Jouets enfant
4276,img_4276,2522,0.79904497,2522,Fournitures papeterie
4277,img_4277,1302,0.30746144,2280,Jeux et accessoires de plein air
4278,img_4278,1300,0.17099011,2583,Modélisme
4279,img_4279,1560,0.5263561,1320,Mobilier
4280,img_4280,2280,0.21716869,2280,Journaux et revues occasion
4281,img_4281,1281,0.36611977,50,Jeux enfant
4282,img_4282,2585,0.29748386,2522,Outillage de jardin
4283,img_4283,2585,0.8048241,2582,Outillage de jardin
4284,img_4284,2583,0.9464501,2583,Piscine et accessoires
4285,img_4285,2522,0.9020544,2522,Fournitures papeterie
4286,img_4286,1920,0.96614397,1920,Linge de maison
4287,img_4287,1560,0.5105401,1560,Mobilier
4288,img_4288,1920,0.845782,1920,Linge de maison
4289,img_4289,2280,0.47404444,2280,Journaux et revues occasion
4290,img_4290,2522,0.26521647,10,Fournitures papeterie
4291,img_4291,10,0.8021069,10,Livres occasion
4292,img_4292,2220,0.6406555,1302,Animalerie
4293,img_4293,2280,0.6948211,2280,Journaux et revues occasion
4294,img_4294,1320,0.9981647,1320,Puériculture
4295,img_4295,1160,0.29105663,40,Cartes de jeux
4296,img_4296,1302,0.98884845,1302,Jeux et accessoires de plein air
4297,img_4297,10,0.6458873,2403,Livres occasion
4298,img_4298,2583,0.97836876,2583,Piscine et accessoires
4299,img_4299,40,0.38430563,40,Jeux consoles neuf
4300,img_4300,1281,0.2816073,1281,Jeux enfant
4301,img_4301,2705,0.3246045,2583,Livres neufs
4302,img_4302,1140,0.9072144,50,Objets pop culture
4303,img_4303,1300,0.14747766,2585,Modélisme
4304,img_4304,2403,0.8332384,2462,Lots livres et magazines
4305,img_4305,1920,0.9425345,1920,Linge de maison
4306,img_4306,1160,0.9876413,1160,Cartes de jeux
4307,img_4307,1560,0.4905239,1301,Mobilier
4308,img_4308,2583,0.4774597,2583,Piscine et accessoires
4309,img_4309,2583,0.8678024,2583,Piscine et accessoires
4310,img_4310,2583,0.46985844,2583,Piscine et accessoires
4311,img_4311,1920,0.94240975,1920,Linge de maison
4312,img_4312,2060,0.308862,2585,Décoration
4313,img_4313,1302,0.42349133,1280,Jeux et accessoires de plein air
4314,img_4314,1300,0.6161398,1300,Modélisme
4315,img_4315,10,0.21055324,2462,Livres occasion
4316,img_4316,2585,0.18216538,2583,Outillage de jardin
4317,img_4317,2522,0.94243085,2522,Fournitures papeterie
4318,img_4318,1560,0.98300976,1560,Mobilier
4319,img_4319,2905,0.9194715,2905,Jeux PC en téléchargement
4320,img_4320,1320,0.35358313,2583,Puériculture
4321,img_4321,1301,0.99772793,1301,Lingerie enfant et jeu de bar
4322,img_4322,2583,0.9589306,2583,Piscine et accessoires
4323,img_4323,40,0.27998677,40,Jeux consoles neuf
4324,img_4324,2583,0.73584986,2582,Piscine et accessoires
4325,img_4325,1320,0.99092895,1320,Puériculture
4326,img_4326,1302,0.9323427,2585,Jeux et accessoires de plein air
4327,img_4327,1300,0.5909148,1300,Modélisme
4328,img_4328,2582,0.5609351,2582,Mobilier et accessoires de jardin
4329,img_4329,10,0.6138329,10,Livres occasion
4330,img_4330,1160,0.9915398,1160,Cartes de jeux
4331,img_4331,2522,0.9115474,2522,Fournitures papeterie
4332,img_4332,2522,0.8680962,40,Fournitures papeterie
