sample_id,true_label,true_class_name,text_prediction,text_class_name,text_confidence,text_correct,image_prediction,image_class_name,image_confidence,image_correct,fused_prediction,fused_class_name,fused_confidence,fused_correct,fusion_strategy,agreement_text_image,best_individual,fusion_improved
524,1560,Mobilier,1560,Mobilier,0.9862527968430671,True,2585,Outillage de jardin,0.24343416,False,13,Unknown_13,0.677978111621389,False,weighted,False,text,False
525,2705,Livres neufs,2705,Livres neufs,0.9951819546281598,True,2705,Livres neufs,0.705638,True,25,Unknown_25,0.8793643753087105,False,weighted,True,text,False
526,1280,Jouets enfant,1280,Jouets enfant,0.732613263508027,True,1280,Jouets enfant,0.8299968,True,7,Unknown_7,0.7715666937710912,False,weighted,True,image,False
527,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9994721339656402,True,2583,Piscine et accessoires,0.9896973,True,23,Unknown_23,0.9955621913977557,False,weighted,True,text,False
528,2522,Fournitures papeterie,2060,Décoration,0.6223261159388322,False,2060,Décoration,0.38686708,False,16,Unknown_16,0.5281425000267088,False,weighted,True,text,False
529,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9984375147154718,True,2583,Piscine et accessoires,0.9896292,True,23,Unknown_23,0.9949142103273146,False,weighted,True,text,False
530,2582,Mobilier et accessoires de jardin,2582,Mobilier et accessoires de jardin,0.4969914116958305,True,2582,Mobilier et accessoires de jardin,0.22798745,True,22,Unknown_22,0.3893898268639758,False,weighted,True,text,False
531,1160,Cartes de jeux,1160,Cartes de jeux,0.9928956543262271,True,1160,Cartes de jeux,0.41113862,True,5,Unknown_5,0.7601928511175792,False,weighted,True,text,False
532,2220,Animalerie,2220,Animalerie,0.9995937734930427,True,2220,Animalerie,0.9901992,True,17,Unknown_17,0.9958359533601231,False,weighted,True,text,False
533,1300,Modélisme,1300,Modélisme,0.9945812425158889,True,1302,Jeux et accessoires de plein air,0.7584237,False,9,Unknown_9,0.6003778783819806,False,weighted,False,text,False
534,2462,Console et Jeux vidéos occasion,1281,Jeux enfant,0.47884635612105964,False,2403,Lots livres et magazines,0.6098927,False,8,Unknown_8,0.29769674493214865,False,weighted,False,image,False
535,1281,Jeux enfant,1281,Jeux enfant,0.646646608459586,True,1302,Jeux et accessoires de plein air,0.4210319,False,8,Unknown_8,0.44980008649685027,False,weighted,False,text,False
536,2582,Mobilier et accessoires de jardin,2582,Mobilier et accessoires de jardin,0.702571637117534,True,2585,Outillage de jardin,0.44251826,False,22,Unknown_22,0.5069973568222934,False,weighted,False,text,False
537,2705,Livres neufs,2705,Livres neufs,0.9988845056148795,True,2705,Livres neufs,0.9747365,True,25,Unknown_25,0.98922530805185,False,weighted,True,text,False
538,2403,Lots livres et magazines,1280,Jouets enfant,0.7339043641676655,False,2462,Console et Jeux vidéos occasion,0.4730753,False,7,Unknown_7,0.467293318709144,False,weighted,False,text,False
539,1140,Objets pop culture,1140,Objets pop culture,0.9986657180625328,True,1140,Objets pop culture,0.76846063,True,4,Unknown_4,0.9065836833857375,False,weighted,True,text,False
540,1302,Jeux et accessoires de plein air,1320,Puériculture,0.826625084470625,False,1320,Puériculture,0.8171198,False,12,Unknown_12,0.8228229615634175,False,weighted,True,text,False
541,2060,Décoration,2060,Décoration,0.44119846633055015,True,2060,Décoration,0.55505544,True,16,Unknown_16,0.4867412555872095,False,weighted,True,image,False
542,2060,Décoration,2060,Décoration,0.7934516141933404,True,2060,Décoration,0.22481947,True,16,Unknown_16,0.565998753614557,False,weighted,True,text,False
543,2462,Console et Jeux vidéos occasion,2462,Console et Jeux vidéos occasion,0.9334086956518249,True,40,Jeux consoles neuf,0.85443395,False,20,Unknown_20,0.5763284799121234,False,weighted,False,text,False
544,1940,Épicerie,1940,Épicerie,0.9983801326816107,True,1302,Jeux et accessoires de plein air,0.45104557,False,15,Unknown_15,0.6021328266491637,False,weighted,False,text,False
545,1301,Lingerie enfant et jeu de bar,1301,Lingerie enfant et jeu de bar,0.9996787271095312,True,1301,Lingerie enfant et jeu de bar,0.46490055,True,10,Livres occasion,0.7857674545760749,False,weighted,True,text,False
546,1920,Linge de maison,1920,Linge de maison,0.9832380300181404,True,1920,Linge de maison,0.9573672,True,14,Unknown_14,0.9728896966825303,False,weighted,True,text,False
547,1302,Jeux et accessoires de plein air,1302,Jeux et accessoires de plein air,0.8787180382988009,True,2585,Outillage de jardin,0.464377,False,11,Unknown_11,0.5774770318854542,False,weighted,False,text,False
548,2705,Livres neufs,2705,Livres neufs,0.9844181633647933,True,2705,Livres neufs,0.9883525,True,25,Unknown_25,0.985991906920472,False,weighted,True,image,False
549,2705,Livres neufs,2705,Livres neufs,0.6847843260979679,True,2705,Livres neufs,0.994932,True,25,Unknown_25,0.8088433880457895,False,weighted,True,image,False
550,1560,Mobilier,1560,Mobilier,0.9556294401233557,True,2060,Décoration,0.51925707,False,13,Unknown_13,0.6636544194665648,False,weighted,False,text,False
551,2403,Lots livres et magazines,2403,Lots livres et magazines,0.9833769629426183,True,2403,Lots livres et magazines,0.75087225,True,19,Unknown_19,0.8903750854746927,False,weighted,True,text,False
552,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9619229966598533,True,2522,Fournitures papeterie,0.5017652,True,21,Unknown_21,0.7778598775981534,False,weighted,True,text,False
553,1140,Objets pop culture,1140,Objets pop culture,0.9996434250159653,True,1140,Objets pop culture,0.39198574,True,4,Unknown_4,0.7565803497245068,False,weighted,True,text,False
554,1280,Jouets enfant,2280,Journaux et revues occasion,0.42237764745997636,False,1140,Objets pop culture,0.9433481,False,4,Unknown_4,0.3840064380680674,False,weighted,False,image,False
555,1302,Jeux et accessoires de plein air,1302,Jeux et accessoires de plein air,0.9994584550450002,True,1302,Jeux et accessoires de plein air,0.5333803,True,11,Unknown_11,0.8130272018903347,False,weighted,True,text,False
556,2905,Jeux PC en téléchargement,2905,Jeux PC en téléchargement,0.9997984166439048,True,2905,Jeux PC en téléchargement,0.38247827,True,26,Unknown_26,0.7528703597483439,False,weighted,True,text,False
557,2582,Mobilier et accessoires de jardin,2582,Mobilier et accessoires de jardin,0.9625693112874197,True,2060,Décoration,0.64344406,False,22,Unknown_22,0.6164852090337376,False,weighted,False,text,False
558,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9883320496944019,True,2280,Journaux et revues occasion,0.908504,True,18,Unknown_18,0.956400851396765,False,weighted,True,text,False
559,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9984968890218485,True,2522,Fournitures papeterie,0.9766442,True,21,Unknown_21,0.9897558265607684,False,weighted,True,text,False
560,1140,Objets pop culture,1140,Objets pop culture,0.5350458858981226,True,1180,Jeux de rôle et figurines,0.44633886,False,4,Unknown_4,0.4460430734499988,False,weighted,False,text,False
561,1560,Mobilier,2060,Décoration,0.8030278383391862,False,1320,Puériculture,0.32325476,False,16,Unknown_16,0.5050733178077795,False,weighted,False,text,False
562,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9984639297421412,True,1302,Jeux et accessoires de plein air,0.16553867,False,23,Unknown_23,0.6112661749792477,False,weighted,False,text,False
563,1300,Modélisme,1300,Modélisme,0.9471489736757387,True,1280,Jouets enfant,0.94627047,False,9,Unknown_9,0.568873603962445,False,weighted,False,text,False
564,1920,Linge de maison,1920,Linge de maison,0.9762711089588405,True,1920,Linge de maison,0.9875289,True,14,Unknown_14,0.9807742394052268,False,weighted,True,image,False
565,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.2636365381654944,True,2280,Journaux et revues occasion,0.7212061,True,18,Unknown_18,0.4423612221380189,False,weighted,True,image,False
566,1300,Modélisme,1300,Modélisme,0.997765939698076,True,1320,Puériculture,0.6015129,False,9,Unknown_9,0.6168355066421364,False,weighted,False,text,False
567,1160,Cartes de jeux,1160,Cartes de jeux,0.9999697709249329,True,1160,Cartes de jeux,0.9956202,True,5,Unknown_5,0.9982299389938635,False,weighted,True,text,False
568,2060,Décoration,2060,Décoration,0.98870851985767,True,2060,Décoration,0.5819651,True,16,Unknown_16,0.8260111563930185,False,weighted,True,text,False
569,40,Jeux consoles neuf,40,Jeux consoles neuf,0.4076522195916463,True,40,Jeux consoles neuf,0.83005506,True,1,Unknown_1,0.57661337283737,False,weighted,True,image,False
570,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9994752985708049,True,2585,Outillage de jardin,0.43519372,False,23,Unknown_23,0.6457224433107454,False,weighted,False,text,False
571,1320,Puériculture,1320,Puériculture,0.9940714242176432,True,1320,Puériculture,0.44028848,True,12,Unknown_12,0.7725582481691967,False,weighted,True,text,False
572,60,Consoles de jeux,60,Consoles de jeux,0.9999542506654509,True,60,Consoles de jeux,0.9548968,True,3,Unknown_3,0.9819312734675077,False,weighted,True,text,False
573,1300,Modélisme,1300,Modélisme,0.9910705746557227,True,2522,Fournitures papeterie,0.31989408,False,9,Unknown_9,0.5990198360999471,False,weighted,False,text,False
574,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9954194294808991,True,40,Jeux consoles neuf,0.51281464,False,18,Unknown_18,0.6942490900992565,False,weighted,False,text,False
575,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9993363030828368,True,2583,Piscine et accessoires,0.9990877,True,23,Unknown_23,0.9992368583725292,False,weighted,True,text,False
576,2583,Piscine et accessoires,2583,Piscine et accessoires,0.99693520244646,True,2583,Piscine et accessoires,0.9968802,True,23,Unknown_23,0.996913184980678,False,weighted,True,text,False
577,1280,Jouets enfant,1280,Jouets enfant,0.34187590015054165,True,1300,Modélisme,0.50305927,False,9,Unknown_9,0.3837365321939695,False,weighted,False,image,False
578,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9981339541501698,True,2522,Fournitures papeterie,0.9902996,True,21,Unknown_21,0.9950002054826556,False,weighted,True,text,False
579,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.8814222311009798,True,2280,Journaux et revues occasion,0.9803493,True,18,Unknown_18,0.9209930714982649,False,weighted,True,image,False
580,1320,Puériculture,2060,Décoration,0.9918513690919103,False,2060,Décoration,0.43659088,False,16,Unknown_16,0.7697471705371393,False,weighted,True,text,False
581,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9999990484980713,True,1302,Jeux et accessoires de plein air,0.30397126,False,23,Unknown_23,0.6193543722848874,False,weighted,False,text,False
582,1320,Puériculture,1320,Puériculture,0.5269140210407421,True,1320,Puériculture,0.56672615,True,12,Unknown_12,0.5428388688956168,False,weighted,True,image,False
583,2280,Journaux et revues occasion,2403,Lots livres et magazines,0.5599315563802849,False,2280,Journaux et revues occasion,0.7964538,True,18,Unknown_18,0.4882728460260428,False,weighted,False,image,False
584,2583,Piscine et accessoires,2403,Lots livres et magazines,0.3489105981740041,False,2583,Piscine et accessoires,0.8842776,True,23,Unknown_23,0.3654889425005931,False,weighted,False,image,False
585,1320,Puériculture,1320,Puériculture,0.987566694955302,True,1320,Puériculture,0.8856738,True,12,Unknown_12,0.9468095513226227,False,weighted,True,text,False
586,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.9246227207620166,True,2280,Journaux et revues occasion,0.9996904,True,18,Unknown_18,0.9546498097681535,False,weighted,True,image,False
587,10,Livres occasion,10,Livres occasion,0.3049853956047666,True,2403,Lots livres et magazines,0.21016984,False,7,Unknown_7,0.22478369714879823,False,weighted,False,text,False
588,2060,Décoration,2060,Décoration,0.9629560996020966,True,2060,Décoration,0.9270521,True,16,Unknown_16,0.9485945098951538,False,weighted,True,text,False
589,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9998496578739211,True,2582,Mobilier et accessoires de jardin,0.4269273,False,23,Unknown_23,0.6237063661429957,False,weighted,False,text,False
590,1180,Jeux de rôle et figurines,1180,Jeux de rôle et figurines,0.9968662148589718,True,1180,Jeux de rôle et figurines,0.45665827,True,6,Unknown_6,0.780783035509278,False,weighted,True,text,False
591,1160,Cartes de jeux,1160,Cartes de jeux,0.9916244762002764,True,1160,Cartes de jeux,0.29490536,True,5,Unknown_5,0.7129368300354085,False,weighted,True,text,False
592,60,Consoles de jeux,2705,Livres neufs,0.9729997217166596,False,60,Consoles de jeux,0.29805106,True,25,Unknown_25,0.584074906777612,False,weighted,False,text,False
593,1280,Jouets enfant,1140,Objets pop culture,0.9220503133756152,False,2705,Livres neufs,0.26930544,False,4,Unknown_4,0.6599086738957304,False,weighted,False,text,False
594,2583,Piscine et accessoires,2583,Piscine et accessoires,0.999998902938139,True,2583,Piscine et accessoires,0.97718906,True,23,Unknown_23,0.9908749792941639,False,weighted,True,text,False
595,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9997573713555338,True,2585,Outillage de jardin,0.31660172,False,23,Unknown_23,0.7123391312417031,False,weighted,False,text,False
596,2403,Lots livres et magazines,2403,Lots livres et magazines,0.6331521486848842,True,2280,Journaux et revues occasion,0.6696927,False,19,Unknown_19,0.48365194890560215,False,weighted,False,image,False
597,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.8377405195511939,True,2403,Lots livres et magazines,0.12953436,False,18,Unknown_18,0.5207709056334234,False,weighted,False,text,False
598,2220,Animalerie,2220,Animalerie,0.9999984706831805,True,1320,Puériculture,0.6411681,False,17,Unknown_17,0.6534490409727592,False,weighted,False,text,False
599,1300,Modélisme,1300,Modélisme,0.995909517327688,True,1300,Modélisme,0.58500534,True,9,Unknown_9,0.8315478535412203,False,weighted,True,text,False
600,2585,Outillage de jardin,2585,Outillage de jardin,0.6927216166244625,True,2583,Piscine et accessoires,0.41472092,False,24,Unknown_24,0.4977950149170565,False,weighted,False,text,False
601,1300,Modélisme,1300,Modélisme,0.8478973325287104,True,1300,Modélisme,0.9863094,True,9,Unknown_9,0.9032621691343069,False,weighted,True,image,False
602,1320,Puériculture,1320,Puériculture,0.8256750797890253,True,1320,Puériculture,0.71900314,True,12,Unknown_12,0.783006310204424,False,weighted,True,text,False
603,50,Accessoires gaming,50,Accessoires gaming,0.9404286155636523,True,50,Accessoires gaming,0.9952147,True,2,Unknown_2,0.9623430615386613,False,weighted,True,image,False
604,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.8699203713190403,True,2280,Journaux et revues occasion,0.64930457,True,18,Unknown_18,0.7816740681798366,False,weighted,True,text,False
605,1140,Objets pop culture,1140,Objets pop culture,0.8745067223632719,True,1140,Objets pop culture,0.8971709,True,4,Unknown_4,0.8835723939373723,False,weighted,True,image,False
606,1160,Cartes de jeux,1160,Cartes de jeux,0.9993102491143501,True,40,Jeux consoles neuf,0.5820706,False,5,Unknown_5,0.7389286661293003,False,weighted,False,text,False
607,2705,Livres neufs,2403,Lots livres et magazines,0.40836845630164403,False,10,Livres occasion,0.47814825,False,0,Unknown_0,0.3430714552975415,False,weighted,False,image,False
608,2060,Décoration,2060,Décoration,0.9517305358823928,True,2060,Décoration,0.24102508,True,16,Unknown_16,0.6674483501658912,False,weighted,True,text,False
609,1280,Jouets enfant,1280,Jouets enfant,0.5771092126668718,True,1300,Modélisme,0.64383346,False,9,Unknown_9,0.4739609018283834,False,weighted,False,image,False
610,1300,Modélisme,1300,Modélisme,0.9643443667034409,True,1300,Modélisme,0.48094252,True,9,Unknown_9,0.7709836359703601,False,weighted,True,text,False
611,1940,Épicerie,1940,Épicerie,0.9874917126189663,True,40,Jeux consoles neuf,0.3204101,False,15,Unknown_15,0.6114033904070254,False,weighted,False,text,False
612,1281,Jeux enfant,1280,Jouets enfant,0.6551792186812234,False,1320,Puériculture,0.26306137,False,7,Unknown_7,0.4929560027906699,False,weighted,False,text,False
613,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9989657295748519,True,1140,Objets pop culture,0.4388324,False,23,Unknown_23,0.6212223886999444,False,weighted,False,text,False
614,1320,Puériculture,1320,Puériculture,0.8866276565684358,True,1320,Puériculture,0.6240496,True,12,Unknown_12,0.781596435516684,False,weighted,True,text,False
615,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.8987826268340311,True,40,Jeux consoles neuf,0.4273216,False,18,Unknown_18,0.6223419180789685,False,weighted,False,text,False
616,2462,Console et Jeux vidéos occasion,2462,Console et Jeux vidéos occasion,0.8618163838726776,True,2462,Console et Jeux vidéos occasion,0.97971195,True,20,Unknown_20,0.9089746042932568,False,weighted,True,image,False
617,2522,Fournitures papeterie,2522,Fournitures papeterie,0.951092547357584,True,2522,Fournitures papeterie,0.27960935,True,21,Unknown_21,0.6824992708447605,False,weighted,True,text,False
618,1320,Puériculture,1320,Puériculture,0.9969370626503625,True,1320,Puériculture,0.88259935,True,12,Unknown_12,0.9512019791063308,False,weighted,True,text,False
619,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9992377625699912,True,2522,Fournitures papeterie,0.73429847,True,21,Unknown_21,0.8932620386359735,False,weighted,True,text,False
620,1560,Mobilier,1560,Mobilier,0.968905527781548,True,1560,Mobilier,0.9669917,True,13,Unknown_13,0.9681399997419726,False,weighted,True,text,False
621,1320,Puériculture,1320,Puériculture,0.9311681909437538,True,1320,Puériculture,0.9050057,True,12,Unknown_12,0.9207031979009843,False,weighted,True,text,False
622,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.7631004954344459,True,2280,Journaux et revues occasion,0.8704964,True,18,Unknown_18,0.8060588601211565,False,weighted,True,image,False
623,2403,Lots livres et magazines,2403,Lots livres et magazines,0.949312618078775,True,2403,Lots livres et magazines,0.49968168,True,19,Unknown_19,0.7694602434050958,False,weighted,True,text,False
624,10,Livres occasion,2403,Lots livres et magazines,0.36920927228845274,False,2280,Journaux et revues occasion,0.35706154,False,19,Unknown_19,0.32198913253734773,False,weighted,False,text,False
625,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9937330734569317,True,2583,Piscine et accessoires,0.94651717,True,23,Unknown_23,0.9748467297457746,False,weighted,True,text,False
626,40,Jeux consoles neuf,2280,Journaux et revues occasion,0.3236689996734709,False,2522,Fournitures papeterie,0.33307526,False,20,Unknown_20,0.24199161049815718,False,weighted,False,image,False
627,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9945606615688989,True,2522,Fournitures papeterie,0.99092484,True,21,Unknown_21,0.9931063310233705,False,weighted,True,text,False
628,2060,Décoration,2060,Décoration,0.9721661227939137,True,1302,Jeux et accessoires de plein air,0.6048386,False,16,Unknown_16,0.626227519988871,False,weighted,False,text,False
629,1180,Jeux de rôle et figurines,1140,Objets pop culture,0.4870748222410232,False,1140,Objets pop culture,0.70030415,False,4,Unknown_4,0.5723665476166934,False,weighted,True,image,False
630,1320,Puériculture,1320,Puériculture,0.9573087129933585,True,1280,Jouets enfant,0.39108732,False,12,Unknown_12,0.6052904428656667,False,weighted,False,text,False
631,1920,Linge de maison,1920,Linge de maison,0.9955762595903656,True,1920,Linge de maison,0.99519277,True,14,Unknown_14,0.9954228562695849,False,weighted,True,text,False
632,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9959088555594608,True,2583,Piscine et accessoires,0.932626,True,23,Unknown_23,0.9705957348120406,False,weighted,True,text,False
633,1160,Cartes de jeux,1160,Cartes de jeux,0.9755592289469911,True,1160,Cartes de jeux,0.99624926,True,5,Unknown_5,0.9838352348150178,False,weighted,True,image,False
634,1280,Jouets enfant,1281,Jeux enfant,0.7145530310371775,False,1281,Jeux enfant,0.9716945,False,8,Unknown_8,0.8174096242844616,False,weighted,True,image,False
635,1280,Jouets enfant,1280,Jouets enfant,0.9032703569025775,True,10,Livres occasion,0.21895719,False,7,Unknown_7,0.5522827276507604,False,weighted,False,text,False
636,2522,Fournitures papeterie,2522,Fournitures papeterie,0.9946603410294576,True,2522,Fournitures papeterie,0.33097494,True,21,Unknown_21,0.7291861821920229,False,weighted,True,text,False
637,2280,Journaux et revues occasion,2280,Journaux et revues occasion,0.4088517594204266,True,2280,Journaux et revues occasion,0.54946595,True,18,Unknown_18,0.447784832295339,False,weighted,True,image,False
638,2585,Outillage de jardin,2585,Outillage de jardin,0.9259342756237762,True,1302,Jeux et accessoires de plein air,0.5184608,False,24,Unknown_24,0.6411199558595524,False,weighted,False,text,False
639,1920,Linge de maison,1920,Linge de maison,0.9939301979403459,True,1920,Linge de maison,0.99471384,True,14,Unknown_14,0.994243649951265,False,weighted,True,image,False
640,1160,Cartes de jeux,1160,Cartes de jeux,0.9985684715236468,True,1160,Cartes de jeux,0.9977271,True,5,Unknown_5,0.9982319392278935,False,weighted,True,text,False
641,1281,Jeux enfant,1180,Jeux de rôle et figurines,0.8868853696706077,False,2705,Livres neufs,0.26854438,False,6,Unknown_6,0.6214579313112605,False,weighted,False,text,False
642,1280,Jouets enfant,1280,Jouets enfant,0.44580225580702754,True,1280,Jouets enfant,0.5044521,True,7,Unknown_7,0.4692621942387255,False,weighted,True,image,False
643,2522,Fournitures papeterie,2522,Fournitures papeterie,0.7395510381246169,True,2060,Décoration,0.5098352,False,21,Unknown_21,0.46574773673919195,False,weighted,False,text,False
644,2905,Jeux PC en téléchargement,2905,Jeux PC en téléchargement,0.9999999737182326,True,2905,Jeux PC en téléchargement,0.99364024,True,26,Unknown_26,0.9974560937547127,False,weighted,True,text,False
645,1560,Mobilier,1560,Mobilier,0.9788805247625088,True,2060,Décoration,0.39949507,False,13,Unknown_13,0.6400995851326212,False,weighted,False,text,False
646,2585,Outillage de jardin,2585,Outillage de jardin,0.9593374975880541,True,2585,Outillage de jardin,0.9484942,True,24,Unknown_24,0.9550001888490055,False,weighted,True,text,False
647,2585,Outillage de jardin,2585,Outillage de jardin,0.984327019485372,True,1302,Jeux et accessoires de plein air,0.5408909,False,24,Unknown_24,0.601974329528235,False,weighted,False,text,False
648,1280,Jouets enfant,1280,Jouets enfant,0.9224429974467848,True,1280,Jouets enfant,0.9595359,True,7,Unknown_7,0.937280163139778,False,weighted,True,image,False
649,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9989899555109018,True,2583,Piscine et accessoires,0.997352,True,23,Unknown_23,0.9983347749270244,False,weighted,True,text,False
650,1280,Jouets enfant,1140,Objets pop culture,0.29878849896251525,False,1140,Objets pop culture,0.74267715,False,4,Unknown_4,0.44288141506547274,False,weighted,True,image,False
651,2705,Livres neufs,2705,Livres neufs,0.951454746708301,True,2705,Livres neufs,0.9758916,True,25,Unknown_25,0.9612294781118794,False,weighted,True,image,False
652,40,Jeux consoles neuf,40,Jeux consoles neuf,0.5818460386128095,True,2462,Console et Jeux vidéos occasion,0.5589211,False,1,Unknown_1,0.4704757706004898,False,weighted,False,text,False
653,2582,Mobilier et accessoires de jardin,2582,Mobilier et accessoires de jardin,0.5487989941156541,True,2582,Mobilier et accessoires de jardin,0.29580986,True,22,Unknown_22,0.44760334097842186,False,weighted,True,text,False
654,2522,Fournitures papeterie,2522,Fournitures papeterie,0.994245288818993,True,2522,Fournitures papeterie,0.9934667,True,21,Unknown_21,0.9939338434040056,False,weighted,True,text,False
655,1280,Jouets enfant,1280,Jouets enfant,0.5080778616323739,True,1302,Jeux et accessoires de plein air,0.28307995,False,7,Unknown_7,0.393974890867154,False,weighted,False,text,False
656,1940,Épicerie,1940,Épicerie,0.9988328853606238,True,1940,Épicerie,0.82454354,True,15,Unknown_15,0.9291171455001267,False,weighted,True,text,False
657,1280,Jouets enfant,1280,Jouets enfant,0.7955527378910219,True,1280,Jouets enfant,0.48242426,True,7,Unknown_7,0.6703013523693939,False,weighted,True,text,False
658,10,Livres occasion,10,Livres occasion,0.7833224236041837,True,1281,Jeux enfant,0.5490779,False,0,Unknown_0,0.47902030846151905,False,weighted,False,text,False
659,2582,Mobilier et accessoires de jardin,2582,Mobilier et accessoires de jardin,0.7105693011194978,True,1320,Puériculture,0.367868,False,22,Unknown_22,0.47394166745010097,False,weighted,False,text,False
660,1560,Mobilier,1560,Mobilier,0.9734932463392557,True,1320,Puériculture,0.32832146,False,13,Unknown_13,0.6189073365047539,False,weighted,False,text,False
661,1300,Modélisme,1300,Modélisme,0.5170292276261756,True,1300,Modélisme,0.72951007,True,9,Unknown_9,0.5766957277563,False,weighted,True,image,False
662,1280,Jouets enfant,1280,Jouets enfant,0.804567535721731,True,2585,Outillage de jardin,0.25216416,False,7,Unknown_7,0.5441036932191085,False,weighted,False,text,False
663,2585,Outillage de jardin,2585,Outillage de jardin,0.9904338145948266,True,2585,Outillage de jardin,0.8816212,True,24,Unknown_24,0.9469087555823812,False,weighted,True,text,False
664,2060,Décoration,2060,Décoration,0.9875767294580099,True,2060,Décoration,0.9579291,True,16,Unknown_16,0.9757176854619001,False,weighted,True,text,False
665,1300,Modélisme,1300,Modélisme,0.9996545087611485,True,1300,Modélisme,0.29958528,True,9,Unknown_9,0.7196268228480701,False,weighted,True,text,False
666,1320,Puériculture,2060,Décoration,0.29167250337544537,False,1320,Puériculture,0.16569002,True,16,Unknown_16,0.22715601648296985,False,weighted,False,text,False
667,2060,Décoration,2060,Décoration,0.9822180759446901,True,2060,Décoration,0.92293215,True,16,Unknown_16,0.9585037166796375,False,weighted,True,text,False
668,1300,Modélisme,1300,Modélisme,0.999994889250567,True,1302,Jeux et accessoires de plein air,0.5715296,False,9,Unknown_9,0.6106688322729888,False,weighted,False,text,False
669,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9998657872128788,True,2060,Décoration,0.21066126,False,23,Unknown_23,0.6416681115238847,False,weighted,False,text,False
670,1560,Mobilier,1320,Puériculture,0.5284134731952991,False,2060,Décoration,0.706491,False,12,Unknown_12,0.335584156141558,False,weighted,False,image,False
671,2522,Fournitures papeterie,2522,Fournitures papeterie,0.19572017327614355,True,1320,Puériculture,0.28943858,False,21,Unknown_21,0.15821029386322336,False,weighted,False,image,False
672,1560,Mobilier,1560,Mobilier,0.9683735713864272,True,1560,Mobilier,0.8961439,True,13,Unknown_13,0.9394817081394735,False,weighted,True,text,False
673,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9964956548753073,True,1300,Modélisme,0.57826334,False,23,Unknown_23,0.6649344612325842,False,weighted,False,text,False
674,50,Accessoires gaming,50,Accessoires gaming,0.9503160006542875,True,60,Consoles de jeux,0.6280299,False,2,Unknown_2,0.6900109253370686,False,weighted,False,text,False
675,1140,Objets pop culture,1140,Objets pop culture,0.4602500031506612,True,1140,Objets pop culture,0.8322929,True,4,Unknown_4,0.6090671855280158,False,weighted,True,image,False
676,2060,Décoration,2060,Décoration,0.9785455388447084,True,2060,Décoration,0.90769786,True,16,Unknown_16,0.9502064837587141,False,weighted,True,text,False
677,50,Accessoires gaming,50,Accessoires gaming,0.982682431772943,True,50,Accessoires gaming,0.6944142,True,2,Unknown_2,0.8673751503441308,False,weighted,True,text,False
678,1160,Cartes de jeux,1160,Cartes de jeux,0.8817413457359198,True,40,Jeux consoles neuf,0.44506207,False,5,Unknown_5,0.541343018896897,False,weighted,False,text,False
679,1300,Modélisme,1300,Modélisme,0.9872672387994613,True,1300,Modélisme,0.5457425,True,9,Unknown_9,0.8106573479793838,False,weighted,True,text,False
680,1920,Linge de maison,1920,Linge de maison,0.994494592103443,True,1920,Linge de maison,0.9994469,True,14,Unknown_14,0.9964755385834464,False,weighted,True,image,False
681,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9971799547147915,True,2583,Piscine et accessoires,0.99154985,True,23,Unknown_23,0.9949279185934164,False,weighted,True,text,False
682,2583,Piscine et accessoires,2583,Piscine et accessoires,0.9959276387352204,True,2583,Piscine et accessoires,0.96710694,True,23,Unknown_23,0.9843993705069098,False,weighted,True,text,False
683,1281,Jeux enfant,1280,Jouets enfant,0.665752745342807,False,1300,Modélisme,0.8342489,False,9,Unknown_9,0.515003625596265,False,weighted,False,image,False
684,1140,Objets pop culture,1160,Cartes de jeux,0.47572135056410136,False,1140,Objets pop culture,0.82463104,True,4,Unknown_4,0.6152852423510188,False,weighted,False,image,False
